Name,State
"Bageshwari Shikshan Sansthan Degree College, Maiel, Deoria",Uttar Pradesh
"Budh Snatakottar Mahavidyalay, Kushinagar",Uttar Pradesh
"Vir Bahadur Singh Memorial Mahila Mahavidyalaya, Industrial Area, Lachhipur,  Gorakhpur",Uttar Pradesh
"Pt. Ram Komal Dwivedi Degree College, Katka Purwa, Gorakhpur",Uttar Pradesh
"Pavitra Degree College, Siktaur (Maniram), Gorakhpur",Uttar Pradesh
"Sarswati Kanya Mahavidyalaya, Bhatahat, Gorakhpur",Uttar Pradesh
Dr Sonelal Patel Mahavidyalaya Birdha  Lalitpur,Uttar Pradesh
BABA SUDAMA PANDEY KALAWATI DEVI MAHILA SNATKOTTAR MAHAVIDYALAY PIPARA BUJURG,Uttar Pradesh
"Late Deep Narayan Yadav Degree College, Jagdishpur Bhaluyan, Gorakhpur",Uttar Pradesh
"Kewla Sundar Mahavidyalaya, Sathipar, Gorakhpur",Uttar Pradesh
SETH VISHAMBHAR NATH INSTITUTE OF PHARMACEUTICAL SCIENCES  ,Uttar Pradesh
Bharat Singh Mahila Mahavidyalaya Purev Jalalpur Jaunpur,Uttar Pradesh
"Bhairav Prasad Mauraya Smarak Mahila Mahadiyalay, Vishunpura (Piparsandi), Gorakhpur",Uttar Pradesh
"Shruti Kerti Baudh Kanya Mahavidyalay Barhaj, Deoria",Uttar Pradesh
"Sarvanand shandilya Yogeshwar Mahavidyalay, Padari, Jamua Tiwari, Salempur, Deoria",Uttar Pradesh
"Babu Baijnath Singh Mahavidyalaya, Devadhi, Andils, Deoria",Uttar Pradesh
"Sarswati Devi Degree College, Khadda Bazar, Kushinagar",Uttar Pradesh
"St. Joseph College for Women, Civil Lines, Gorakhpur",Uttar Pradesh
"Ram Girish Rai Mahavidyalaya, Dubauli, Gorakhpur",Uttar Pradesh
"Ramchandra Upadhyay Degree College, Dhanauti Bhatparrani, Deoria",Uttar Pradesh
EXCELLENT COLLEGE INGOHATA HAMIRPUR,Uttar Pradesh
"Surya Baksh Pal Smarak Mahavidyalay, Bankati, Basti",Uttar Pradesh
"Ramnaresh Smarak Degree College, Nagawa, Dhani Bazar, Maharajganj",Uttar Pradesh
"Mahila Degree College, Basti",Uttar Pradesh
"Indrasan Singh Swatantrata Sangram Senani Rajkeeya Mahavidyalay, Panchwas, Basti",Uttar Pradesh
"Deenbandhu Mahavidyalay, Tenuwa, Basti",Uttar Pradesh
"Banarasi Yadav Bhup Narayan Pandey Degree College, Madanpura, Sukarauli, Basti",Uttar Pradesh
"Shayameshwar Mahavidyalaya, Sikriganj, Gorakhpur",Uttar Pradesh
"Dev Bandhu Degree College, Nonapar, Deoria",Uttar Pradesh
"Saraswati Devi Mahavidyalay, Nandapar, Jaitpur, Gorakhpur",Uttar Pradesh
"Rajendra Babu Degree College, Bankatia Dubey, Deoria",Uttar Pradesh
"M.P. Mahila Mahavidyalaya, Ramduttpur, Gorakhpur",Uttar Pradesh
"V. S. A. V. Degree College, Gola, Gorakhpur",Uttar Pradesh
"Shanti Sashaktikaran Degree College, Sidhuvapar, Barhalganj, Gorakhpur",Uttar Pradesh
"C - DAC, NOIDA",Uttar Pradesh
"Vir Bahadur Singh Mahavidyalaya, Harnahi (Mahurawn), Gorakhpur",Uttar Pradesh
"Sita Devi Degree College, Byepass Road, Bhatni, Deoria",Uttar Pradesh
"Ravindra Kishore Shahi, Rajkeeya Mahavidyalay, Patherdeva, Deoria",Uttar Pradesh
"Ramgulam Rai P.G. College, Bankatashiv, Sallahpur, Deoria",Uttar Pradesh
"Bhartiya Krishak Mahadiyalay, Piparsandi, Gorakhpur",Uttar Pradesh
Amity School of Engineering & Technology,Uttar Pradesh
"Abhay Mahavidyalaya Tarna, Varanasi",Uttar Pradesh
"B. R. D. P. G. College, Deoria",Uttar Pradesh
"INSTITUTE OF PROFESSIONAL STUDIES IKLA ROAD DASANA, GHAZIABAD",Uttar Pradesh
"Raksha Rao Rajnath Rao Degree College, Narayanpur, Deoria",Uttar Pradesh
"Laljee Rai Degree College, Khori Bari, Rampur, Deoria",Uttar Pradesh
"Udit Narayan Snatakottar Mahavidyalay, Padrauna, Kushinagar",Uttar Pradesh
"Shukdeo Prasad Tripathi Mahavidyalaya, Bhathahi Khurd, Kushinagar",Uttar Pradesh
"Shree Mahaveer Mahavidyalay, Kaptanganj, Kushinagar",Uttar Pradesh
"Premi Devi Samaj Kalyan Mahila P.G. College, Padarauna, Kushinagar",Uttar Pradesh
Army Institute of Management Technology,Uttar Pradesh
"V N Bhatkhande Sangeet Mahavidyalaya, Ghaziabad 201001",Uttar Pradesh
"Sri Sahdew Paudhria Ambedkar Mahila Mahavidyalaya, Manda, Rasra, Ballia",Uttar Pradesh
"VISHVASARIA INSTITUTE OF ENGENERING & TECH FROM GHAZIABAD-BULANDSHAR G.T. ROAD DADRI GAUTUM BUDH NAGAR Ph. 9810173602,  9811215131, 4662167, 73,74 ,75,",Uttar Pradesh
"Ch. NARENDRA SINGH COLLEGE OF EDUCATION, JATOLI, MEERUT",Uttar Pradesh
"Sri Ramkaran Mahavidyalaya, Bheempura No. 1,Ballia",Uttar Pradesh
"MKR (PG) INSTITUTE OF TECHNOLOGY HASANPUR MUSSOORIE, ON DELHI BAGHPAT ROAD, KHEKRA, BAGHPAT MOB. No. 09528102313, 09634297268, 09319854166 Ph. 0121-2232309, 2232965",Uttar Pradesh
"P.I.E.T COLLEGE OF EDUCATION    GHAAT ROAD, DELHI-ROORKEE BY PASS NH-58, PARTAPUR, MEERUT",Uttar Pradesh
"LORD SHIVA INSTITUTE FOR HIGHER STUDIES, SHIKARPUR, BULANDSHAR",Uttar Pradesh
"JAIN BALIKA  VIDYAPEETH MAIN ROAD, KHEKRA, BAGHPAT Ph. 9412631054",Uttar Pradesh
"Ganga Singh Mahavidyalaya, Patkhauli Dakshin, Maniar, Ballia",Uttar Pradesh
"Prabhadevi Bhagwati Prasad Mahavidyalaya, Annantpur, Sahajanwa, Gorakhpur",Uttar Pradesh
"SRI KRISHNA SHIKHA SANSTHAN,GHATAMPUR",Uttar Pradesh
KAMAKHYA MAHILA MAHAVIDYALAYA DERHGAWAN GHAZIPUR,Uttar Pradesh
SHRI RAM CHARITTAR MAHILA MAHAVIDYALAY PAUNI SOHANI KERAKAT JAUNPUR,Uttar Pradesh
SHRI BADRINATH MAHILA MAHAVIDYALAYA MEDANIPUR SIKANDARPUR GHAZIPUR,Uttar Pradesh
MUSAFIR MAHAVIDYALAYA ATARIYA DHARAMMARPUR GHAZIPUR,Uttar Pradesh
LATE RAMDEV CHAUDHARI ADARH MAHAVIDYALAYA ZAMANIYA GHAZIPUR,Uttar Pradesh
RAM NATH MUNSHI MAHILA MAHAVIDYALAYA SADAT GHAZIPUR,Uttar Pradesh
"National P. G. College, Barhalganj, Gorakhpur",Uttar Pradesh
"Indra Gandhi Girls Degree College, Rampur Taramandal, Gorakhpur",Uttar Pradesh
"Haridwar Bhatt Smarak mahavidyalaya, Rajpur, Gagha, Gorakhpur",Uttar Pradesh
"Dr. Ram Manohar Lohia Mahavidyalaya, Mahabir Chhapara, Gorakhpur",Uttar Pradesh
"A.P. Gupta & Srimati Geeta Devi Mahila Mahavidyalaya, Sangrampur, Unwal, Gorakhpur",Uttar Pradesh
"Srimati Kesha Devi Degree College, Pakari Virbhadra, Deoria",Uttar Pradesh
"Hiraman Mahatam Degree College, Mahuadih, Deoria",Uttar Pradesh
"Ramsakhi Ramnivas Girl Degree College, Bharauli, Gorakhpur",Uttar Pradesh
"J. B. Mahajan Degree College,  Chaurichaura, Gorakhpur",Uttar Pradesh
"B.R.D.B.D. Mahila Degree College, Ashram Barhaj, Deoria",Uttar Pradesh
"Vishva Shanti Niketan Mahavidyalaya, Rudrapur Bhaluhi, Maharajganj",Uttar Pradesh
"Pt. Mahadev Shukla Krishak P.G. College, Gaur, Basti",Uttar Pradesh
"Pt. Ambika Pratap Narayan Mahila Mahavidyalya, Mahadeva, Dumari, Sant Kabir Nagar",Uttar Pradesh
"P. D. Law College, Khalilabad, Sant Kabir Nagar",Uttar Pradesh
"Lal Bahadur Shastri Smarak Degree College, Aanad Nagar, Maharajganj",Uttar Pradesh
"A P N P.G. College, Basti",Uttar Pradesh
"Amit Mahavidyalaya, Amit Nagar, Sapha Road, Kasia, Kushinagar",Uttar Pradesh
"Shree Muralidhar Bhagwat Lal Mahavidyalay, Mathauli Bazar, Kushinagar",Uttar Pradesh
"S. R. Degree College, Gajpur, Banspar, Gorakhpur",Uttar Pradesh
"Shaheed Chandrashekhar Singh Sewa Sansthan Mahavidyalaya, Bardiha, Prashuram Lar, Deoria",Uttar Pradesh
"Ramashankar Krishak Mahavidyalaya, Mail, Deoria",Uttar Pradesh
Suraj Gyan Mahavidyalaya,Uttar Pradesh
"Bacha Chand Smarak Dwaba Vikash Mahavidyalaya, Onapar, Belghat, Gorakhpur",Uttar Pradesh
"Shekh Shahid Mahila Degree College, Madanpur, Deoria",Uttar Pradesh
"Chaudhary Charan Singh Degree College, Baraipar, Bankata, Deoria",Uttar Pradesh
"Sant Vinoba P. G. College, Deoria",Uttar Pradesh
KB INSTITUTE OF TECHNOLOGY & MANAGEMENT FAIZABAD,Uttar Pradesh
"Bapu Degree College, Peepeeganj, Gorakhpur",Uttar Pradesh
PUSHPA SINGH VIDHI MAHAVIDYALAYA SONBHADRA,Uttar Pradesh
VISION INSTITUTE OF SCIENCE AND MANAGEMENT,Uttar Pradesh
"S. S. Walayat Husain Mahavidyalay Sitapatti, Banjaria, Deoria",Uttar Pradesh
"S. D. Memorial Snatak Mahavidyalaya, Nautan, Deoria",Uttar Pradesh
"Babu Jangi Singh Degree College, Gorakhpur",Uttar Pradesh
Jagat Taran Girls Degree College,Uttar Pradesh
BHAWANI PRASAD MISHR JATASHANKAR SIKSHAN SEWA SANSTHAN MAHAVIDYALAYA,Uttar Pradesh
Muhammad Sher Ali Madina Mahavidyalaya Kothilwa Deoria,Uttar Pradesh
Shri Radhakrishna Mahila Mahavidyalaya Sundarpur Govindpur Ghazipur,Uttar Pradesh
"Gunjeshwar Upadhyay Kanya Mahavidyalya, Barwa turkdiha kushinagar ",Uttar Pradesh
RAJPATI MATAPRASAD SHIKSHAK PRASHIKSHAN MAHILA MAHAVIDYALAYA GAURA KALWARI BASTI,Uttar Pradesh
MIT College of Pharmacy Moradabad,Uttar Pradesh
"Shri Prabhunath Mahila Mahavidyalaya, Basantchak Saidpur Ghazipur",Uttar Pradesh
SRI DWARIKA PRASAD SINGH GIRLS DEGREE COLLEGE ,Uttar Pradesh
BABA SIDH KANYA MAHAVIDYALAYA SONA ARJUNPUR SAHARANPUR,Uttar Pradesh
KAMLESH KUMARI LAXMI KANT MAHAVIDYALAYA ,Uttar Pradesh
"Navals Degree College, Kusumahi, Gorakhpur",Uttar Pradesh
Smt Ramkali Iqbal Bahadur Group Of colleges,Uttar Pradesh
Baba Kuber Nath Mukhlal Memorial Vidyapeeth Mahila Sansthan ,Uttar Pradesh
"Vimla Devi Mahila Mahavidyalaya, Katghar Khas karaudikala kadipur sultanpur",Uttar Pradesh
SHRI BALAJI MAHAVIDHYALAY HARDOI ,Uttar Pradesh
"Banke Bahadur Singh Mahavidyalaya, Turtipar, Ballia",Uttar Pradesh
"KESHAV MARAWADA DEGREE COLLEGE, PILAKHUWA, GHAZIABAD",Uttar Pradesh
"Bajrang Mahavidyalaya, Dadar Ashram, Sikandarpur, Ballia",Uttar Pradesh
"HOMI BHABHA CANCER HOSPITAL, VARANASI",Uttar Pradesh
"Baba Sakharaj Smarak Mahavidyalaya Jakariya, Ballia",Uttar Pradesh
"Baba Mathura Das Sitaram Mahavidyalaya, Chilkahar, Ballia",Uttar Pradesh
"COLLEGE OF AGRICULTURE, RLBCAU",Uttar Pradesh
K.P.Training College,Uttar Pradesh
Prerna Mahavidyalaya,Uttar Pradesh
"KAUSHALYA BHARAT SINGH GANDHI RAJKIYA MAHILA MAHAVIDYALAYA, DHIDHUI PATTI, PRATAPGARH",Uttar Pradesh
"KRIPALU MAHILA MAHAVIDYALAYA, KUNDA, HARNAMGANJ, PRATAPGARH",Uttar Pradesh
"SHRI KRISHNA COLLEGE OF LAW, JOHNMANI DAULA BAGHPAT",Uttar Pradesh
Ishan Ayurved Medical College and Research Centre,Uttar Pradesh
GREATER NOIDA COLLEGE OF LAW,Uttar Pradesh
"Rajkiya Mahavidyalay B B Nagar, Bulandshahr",Uttar Pradesh
GREATER NOIDA INSTITUTE OF MANAGEMENT,Uttar Pradesh
Sudha Lal Womens College,Uttar Pradesh
"R. K. GIRLS DEGREE COLLEGE, GARHI ABDULLA KHAN, UNN, SHAMLI",Uttar Pradesh
"Shri Ram Sanskrit Snatakottar Mahavidyalaya, Teliyashukla, Teliyakala",Uttar Pradesh
"Shrinath Sanskrit Mahavidyalaya, Rasara",Uttar Pradesh
"Shri Keshari Prasad Sanskrit Mahavidyalaya, Chak Ujiyari, Khejuri",Uttar Pradesh
PT RK SHUKLA DEGREE COLLLEGE ,Uttar Pradesh
"Shri Kedar Nath Ram Murti Mishra Sanskrit Mahavidyalay, Sikari Kanupur, Block-Mangraura, Distt- Pratapgarh ",Uttar Pradesh
"Shri Durga Sanskrit Mahavidyalaya, Amaree, Amarhat",Uttar Pradesh
"Shri Dayalu Sanskrit Mahavidyalaya, Bansfathak",Uttar Pradesh
GANGA PRASAD SMARAK DEGREE COLLEGE ,Uttar Pradesh
"Shri Chandi Mandir Ramswaroop Gupta Adarsh Sanskrit Mahavidyalaya, Rajabazar, Badlapur",Uttar Pradesh
"Shri Balaji Sanskrit Mahavidyalaya,",Uttar Pradesh
Sawitri Dayaram Pandey Sanskrit Mahavidyalaya Bal Shiksha Niketan,Uttar Pradesh
"Sadhu Shri Devnarayan Sanskrit Mahavidyalaya, Kusa",Uttar Pradesh
"Dharmagyanopdesh Sanskrit Mahavidyalaya, Mahamana Malviya Nagar, Prayag",Uttar Pradesh
COLLEGE OF NURSING GIMS,Uttar Pradesh
"Deepnarayan Sanskrit Mahavidyalaya, Handiyadeeh",Uttar Pradesh
SWAMI SHUKDEVANAND COLLEGE,Uttar Pradesh
"Bhuval Smarak Sanskrit Mahavidyalaya, Azamgarh",Uttar Pradesh
"Baleshwar Prasad Sanskrit Mahavidyalaya, Gauri Nanhul, Sikandarpur",Uttar Pradesh
CONSTITUENT GOVERNMENT COLLEGE HASANPUR AMROHA,Uttar Pradesh
CONSTITUENT GOVERNMENT COLLEGE RICHHA BAHERI BAREILLY,Uttar Pradesh
"CONSTITUENT GOVERNMENT COLLEGE,BHADPURA,NAWABGANJ,BAREILLY",Uttar Pradesh
"CONSTITUENT GOVERNMENT COLLEGE, SAHASWAN, BUDAUN",Uttar Pradesh
"CONSTITUENT GOVERNMENT COLLEGE FATEHULLAGANJ, THAKURDWARA, MORADABAD",Uttar Pradesh
"CONSTITUENT GOVERNMENT COLLEGE PURANPUR, PILIBHIT",Uttar Pradesh
"AUTONOMOUS STATE MEDICAL COLLEGE, ETAH",Uttar Pradesh
LPS INSTITUTE OF CARDIOLOGY  AND CARDIO VASCULAR THORACIC SURGERY,Uttar Pradesh
"COLLEGE OF NURSING, AUTONOMOUS STATE MEDICAL COLLEGE,DHARNIPUR",Uttar Pradesh
S R PARAMEDICAL INSTITUTE,Uttar Pradesh
Baldev Sanskrit Mahavidyalaya,Uttar Pradesh
Sw Shanti Devi Shikshan Evam Prashikshan Sansthan Karanji Harihar Jakhaniya Ghazipur,Uttar Pradesh
"Kisan P.G. College, Raksa, Ratsar, Ballia",Uttar Pradesh
"Adarsh Shri Sang Sanskrit Brahmvidya Mahavidyalaya, Baradev",Uttar Pradesh
"Adarsh Shri Bramharshi Sanskrit Mahavidyalaya, Revatipur",Uttar Pradesh
"VAIBHAV INSTITUTE OF MANAGEMENT AND TECHNOLOGY, JALKHERA, G.T. ROAD, BULANDSHAHR",Uttar Pradesh
"LALA MANGAT RAM MAHAVIDYALAYA, GHAZIABAD",Uttar Pradesh
"WALTECH COLLEGE OF EDUCATION, PLOT NO.154, 156A,156B, VILLAGE-ULDEPUR, MEERUT",Uttar Pradesh
"VIJAY COLLEGE OF EDUCATION Z-BLOCK, MAHENDRA ENCLAVE, SHASTRI NAGAR, GHAZIABAD,",Uttar Pradesh
"Adarsh Shiv Sharda Sanskrit Mahavidyalaya, Imali Ganva",Uttar Pradesh
"NEW ERA COLLEGE OF SCIENCE & TECHNOLOGY , PANDAV NAGAR, GHAZIABAD,",Uttar Pradesh
LATE JAGANNATH PATEL MEVALAL PATEL MAHILA MAHAVIDYALAY RASOOLPUR LADIGAWAN FATEHPUR,Uttar Pradesh
"Adarsh Sanskrit Mahavidyalaya, Maunathbhanjan",Uttar Pradesh
"Adarsh Sanskrit Mahavidyalaya, Bhauapar",Uttar Pradesh
"Adarsha Shri Hanumat Sanskrit Mahavidyalaya, Araka, Mahaveerpur, Vathuri, Rasulpur",Uttar Pradesh
"Shri Ramdev Sanskrit Mahavidyalaya, Jakariya",Uttar Pradesh
"Vishwanath Brahmcharyaashram, Raamghat",Uttar Pradesh
NISHTHA CHAUDHARY MAHAVIDHYALAY MURSAN HATHRAS,Uttar Pradesh
INDRA NARAIN KRISHNA KUMAR MAHAVIDYALYA BHATNI LALGANJ PRATAPGARH ,Uttar Pradesh
"CH. NATTHU SINGH YADAV MAHAVIDYALAYA, KUMHAWAR,",Uttar Pradesh
"CHHATRAPATI SHIVAJI MAHAVIDYALAYA, SIKANDARA,",Uttar Pradesh
"RAM KRISHNA MAHAVIDYALAYA, RANU KHERA, KAMALGANJ,",Uttar Pradesh
"Narayan Mahavidhyalaya G A Patti, Pratapgarh",Uttar Pradesh
"VSSD COLLEGE, KANPUR",Uttar Pradesh
"HYGIA INSTITUTE OF PHARMACEUTICAL EDUCATION AND RESEARCH, LUCKNOW",Uttar Pradesh
VENKATESHWARA INSTITUTE OF MEDICAL SCIENCES,Uttar Pradesh
Vivek College of Law,Uttar Pradesh
"SIR MADAN LAL INSTITUTE OF EDUCATION, ALAMPUR HAUZ,",Uttar Pradesh
"PATEL VIDYAPEETH MAHAVIDYALAYA, BARAUR,",Uttar Pradesh
"SRI SHIV MAHAVIDYALAYA, YAKUBPUR,",Uttar Pradesh
"BAUDHA BAL VIDYA MANDIR DEGREE COLLEGE, ACHHALDA,",Uttar Pradesh
"SHRI JAGWANT SINGH BHADOURIA DEGREE COLLEGE, AMOUR,",Uttar Pradesh
"SMT. RAMA DEVI MAHILA MAHAVIDYALAYA, JHINJHAK,",Uttar Pradesh
"VIVEKANAND INSTT. OF MANAGEMENT & TECHNOLOGY, ALAMPUR,",Uttar Pradesh
"RAMWATI RAJ BAHADUR DEGREE COLLEGE, PRITHVIPUR,",Uttar Pradesh
"D.A.V. DEGREE COLLEGE, LUCKNOW",Uttar Pradesh
SHRI MUKESH KUMAR JAUHARI NURSING AND PARAMEDICAL COLLEGE,Uttar Pradesh
"S.P.B. SANATAN DHARM DEGREE COLLEGE, HINDPAL KHERA, MAHAI,",Uttar Pradesh
"GAUTAM BUDDH MAHAVIDYALAYA, SAHIYAPUR,",Uttar Pradesh
SHAHEED BHAGAT SINGH MEMORIAL COLLEGE OF LAW SAMPLA BEGAMPUR NAKUR SAHARANPUR,Uttar Pradesh
"CH. SHIV CHARAN SINGH DEGREE COLLEGE VILL.- NOROJPUR, TAHASIL & DISTT.-BAGHPAT MOB. NO. 9997778604",Uttar Pradesh
"JHAULAL GAJODHAR PRASAD MAHAVIDYALAYA, RASULABAD,",Uttar Pradesh
"CAP. VISHAL SINGH DEGREE COLLEGE, BHARTHANA,",Uttar Pradesh
"PURUSHOTTAM SINGH MAHAVIDYALAYA, RAJENDRA NAGAR,",Uttar Pradesh
"R.S.G.U. COLLEGE, PUKHRAYAN,",Uttar Pradesh
"SRI RAVINATH SINGH DEGREE COLLEGE, JAITPUR,",Uttar Pradesh
"SINGH VAHINI MAHAVIDYALAYA, ADAMPUR, AJITMAL,",Uttar Pradesh
"JANTA MAHAVIDYALAYA, GAURIKARAN,",Uttar Pradesh
MAA USHA SINGH MAHAVIDYALAYA KHARHAR SIPAH MAHERI RANIGANJ PRATAPGARH,Uttar Pradesh
"SMT. AMTUNNA BANO MAHILA MAHAVIDYALAYA, GURSAHAIGANJ,",Uttar Pradesh
"CHAUDHARY MAHADEV PRASAD MAHAVIDYALAYA, PALEPUR, UNNAO",Uttar Pradesh
"CHAUDHARY JAMADAR SINGH MAHILA DEGREE COLLEGE, SAURIKH,",Uttar Pradesh
Maharaja Bijli Pasi Government P.G. College Ashiana,Uttar Pradesh
"MAJOR SHIVDAYAL SINGH VIDHI MAHAVIDYALAYA, BEVAR ROAD, FATEHGARH, FARRUKHABAD",Uttar Pradesh
"SRI GOPINATH SINGH LAW COLLEGE, YADUVANSH NAGAR, TALGRAM ,",Uttar Pradesh
"VISION COLLEGE OF MANAGEMENT, HATHIPUR, MAHARAJPUR,",Uttar Pradesh
"D.A.V. COLLEGE, KANPUR",Uttar Pradesh
"MANNULAL DWIVEDI MAHAVIDYALAYA, SAHAR, AURAIYA",Uttar Pradesh
"M.D.B.L. DEGREE COLLEGE, BAUDH VIHAR, BHARTHANA,",Uttar Pradesh
"SRI C.B. SINGH MEMORIAL SHIKSHAN SANSTHAN, JHINJHAK,",Uttar Pradesh
"CITY PUBLIC MAHILA DEGREE COLLEGE, NEKPUR CHAURASI,",Uttar Pradesh
"BHARTIYA MAHAVIDYALAYA,",Uttar Pradesh
"DR. GOVIND PRASAD RANI DEVI PATEL VIDHI MAHAVIDYALAYA, ARAUL,",Uttar Pradesh
"SHRI SHAKTI DEGREE COLLEGE, SHAKHAHARI, HARBASPUR,",Uttar Pradesh
"SMT. SHAKUNTALA DEVI MAHILA MAHAVIDYALAYA, RUR, KHIDINI,",Uttar Pradesh
"SARASWATI MAHAVIDYALAYA, NEAR TIXI TEMPLE,",Uttar Pradesh
"SONAMATI MAHAVIDYALAYA, NANAMAU MARG, BILHOUR,",Uttar Pradesh
"DR. VIRENDRA SWARUP INSTITUTE OF PROFESSIONAL STUDIES, KIDWAI NAGAR, KANPUR",Uttar Pradesh
"COLLEGE OF MANAGEMENT STUDIES, KADER PATARI, HADHA,",Uttar Pradesh
"TILAK MAHAVIDYALAYA, AURAIYA",Uttar Pradesh
"DAYANAND GIRLS P.G. COLLEGE, KANPUR",Uttar Pradesh
"SRI KAILASH NATH KATIYAR MAHAVIDYALAYA, SIKANDARA,",Uttar Pradesh
"OM SHIV PUBLIC MAHAVIDYALAYA, HAZI NAGAR,",Uttar Pradesh
"BABURAM RUKMANI DEVI MAHAVIDYALAYA, GAUSGANJ,",Uttar Pradesh
"PT. RAM NARAYAN KANHAIYA LAL BALIKA MAHAVIDYALAYA, NANKARI,",Uttar Pradesh
"SMT. RAMDULARI MEMORIAL KANYA MAHAVIDYALAYA, SARAI,",Uttar Pradesh
"Shri Shiv Prasad Sanskrit Mahavidyalaya, Daramalganj",Uttar Pradesh
"KAMLA NEHRU INSTITUTE OF TECHNOLOGY, SULTANPUR",Uttar Pradesh
GURU SAHAY MAHAVIDYALAYA BHAIPUR FAIZABAD,Uttar Pradesh
Sunderasan School of Veterinary Science,Uttar Pradesh
"Maa Swaroopa Devi Mahila Mahavidyalaya, Ghazipur",Uttar Pradesh
Vaugh School of Agricultural Engineering & Technology,Uttar Pradesh
Bhagyawati Mahila Mahavidalaya,Uttar Pradesh
Shah Ji Degree college ,Uttar Pradesh
BABA TIKAM SINGH DEGREE COLLEGE,Uttar Pradesh
"Sham-E- Ghausia Minority (S.G.M.) Unani Medical College And Hospital, Saheri, Ghazipur",Uttar Pradesh
"Savitri Mahila Mahavidyalay, Barahpur, Nandganj, Ghazipur",Uttar Pradesh
VEER KUNWAR COLLEGE OF PHARMACY BIJNOR,Uttar Pradesh
"AGRA PUBLIC COLLEGE OF TECHNOLOGY AND MANAGEMENT, AGRA",Uttar Pradesh
C L JAISAWAL LAW COLLEGE HANDIA PRAYAGRAJ,Uttar Pradesh
"GAUTAM BUDDH BALIKA MAHAVIDYALAYA, INDERGARH,",Uttar Pradesh
"RAMKRISHNA PARAMHANS MAHAVIDYALAYA, KULHA, ATOURA, ASEEWAN,",Uttar Pradesh
"KHALSA GIRLS DEGREE COLLEGE, HARJINDER NAGAR,",Uttar Pradesh
"M V D EDUCATIONAL AND LAW COLLEGE, LUCKNOW",Uttar Pradesh
"MA. KASIRAM RAJKIYA MAHAVIDYALAYA, NINAUWA,",Uttar Pradesh
"GAUTAM BUDDHA MAHAVIDYALAYA, RAMPURA, HAIDERPUR,",Uttar Pradesh
"K D Mahavidyalaya, Chandpur, Khanpur, Ghazipur",Uttar Pradesh
"SRI KRISHNA JANKA DEVI MAHAVIDYALAYA, RURA,",Uttar Pradesh
"KUNWAR ASIF ALI KAISAR JAHAN DEGREE COLLEGE, HYDRABAD,",Uttar Pradesh
"SHRI HEERA LAL SMARAK MAHAVIDYALAYA,  NAKTAI KHURD ALIGANJ",Uttar Pradesh
"DR. ANURADHA TRIPATHI MEM. BALIKA MAHAVIDYALAYA, KHANPUR,",Uttar Pradesh
UMA COLLEGE OF PHARMACY,Uttar Pradesh
"SW. BABU SINGH BALIKA MAHAVIDYALAYA, RAMPUR,",Uttar Pradesh
SHRI RAM INSTITUTE OF EDUCATIONAL AND PROFESSIONAL STUDIES,Uttar Pradesh
"GURU NANAK GIRLS DEGREE COLLEGE,",Uttar Pradesh
"GAYA PRASAD VERMA MAHAVIDYALAYA, DAMAULI, CHAKAR NAGAR,",Uttar Pradesh
"DR. BHIMRAO AMBEDKAR BUDDHA MAHAVIDYALAYA, NAGLA KHADAR,",Uttar Pradesh
"JANTA COLLEGE, BAKEWAR,",Uttar Pradesh
"DR. GOVIND PRASAD RANI DEVI PATEL MAHAVIDYALAYA, ARAUL,",Uttar Pradesh
"D.B.S. COLLEGE, GOVIND NAGAR,",Uttar Pradesh
"HIMALAYAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Uttar Pradesh
"AMAR SHAHID RAO RAM BUX SINGH MAHAVIDYALAYA, GAURA BIHAR, UNNAO",Uttar Pradesh
"MAA VAISHNO DEVI SHIKSHAN PRASHIKSHAN MAHAVIDYALAYA, PURE KIRAT SIYARAMNAGAR",Uttar Pradesh
"ARMAPUR P.G. COLLEGE, ARMAPUR,",Uttar Pradesh
"HARSAHAI P.G. COLLEGE,",Uttar Pradesh
"JWALA DEVI VIDYAMANDIR P.G. COLLEGE,",Uttar Pradesh
PATRONAGE INSTITUTIONS OF PROFESSIONAL STUDIES,Uttar Pradesh
"VIVEKANAND GRAMODYOG MAHAVIDYALAYA, DIBIYAPUR, AURAIYA",Uttar Pradesh
"SHRI GANESH SHANKAR VIDYARTHI MAHAVIDYALAYA, NARWAL, SEMARJHAL, KANPUR NAGAR",Uttar Pradesh
"SHRI KRISHNA MAHAVIDYALAYA, NAGLA HARJU,",Uttar Pradesh
"INDIRA GANDHI RAJKEEYA DEGREE COLLEGE, BANGARMAU,",Uttar Pradesh
"CH. JASWANT SINGH MAHAVIDYALAYA, BHARTHANA,",Uttar Pradesh
"RAJ BAHADUR SINGH DEGREE COLLEGE, LAKHANA,",Uttar Pradesh
MAJOR SHIVDAYAL SINGH MAHAVIDYALAYA MOHAMMADABAD,Uttar Pradesh
RAMA MAHAVIDYALAYA,Uttar Pradesh
"SHIVWATI SHIVNANDAN SHUKLA MAHAVIDYALAYA, PUKHRAYAN,",Uttar Pradesh
"D.W.T. COLLEGE,",Uttar Pradesh
"MAHARANA PRATAP DENTAL COLLEGE & HOSPITAL,",Uttar Pradesh
"OM SRI VISWAKARMAJI MAHAVIDYALAYA, KAHINJARI,",Uttar Pradesh
